Anno solare,CLASSE,LAUREATI_FEMMINE
2007.0,Specialistiche in ingegneria meccanica,0.0
2007.0,Specialistiche in ingegneria meccanica,1.0
2007.0,Specialistiche in ingegneria meccanica,4.0
2007.0,Specialistiche in ingegneria meccanica,0.0
2007.0,Specialistiche in ingegneria navale,1.0
2007.0,Specialistiche in ingegneria navale,6.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,2.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,1.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,5.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,8.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,3.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,2.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,4.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,0.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,6.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,4.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,12.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,9.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,10.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,4.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,208.0
2007.0,Specialistiche in ingegneria per l'ambiente e il territorio,18.0
2007.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,0.0
2007.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,11.0
2007.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,41.0
2007.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,0.0
2007.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,0.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,38.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,2.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,12.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,5.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,0.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,2.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,0.0
2007.0,Specialistiche in scienza e ingegneria dei materiali,0.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,151.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,4.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,15.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,31.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,51.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,32.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,118.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,296.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,17.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,8.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,9.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,8.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,65.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,10.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,14.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,6.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,27.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,213.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,9.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,14.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,8.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,6.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,16.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,12.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,32.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,13.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,1394.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,35.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,18.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,9.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,98.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,1.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,73.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,22.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,8.0
2008.0,Scienze dell'architettura e dell'ingegneria edile,17.0
2008.0,Specialistiche in architettura e ingegneria edile,1128.0
2008.0,Specialistiche in architettura e ingegneria edile,18.0
2008.0,Specialistiche in architettura e ingegneria edile,23.0
2008.0,Specialistiche in architettura e ingegneria edile,26.0
2008.0,Specialistiche in architettura e ingegneria edile,1.0
2008.0,Specialistiche in architettura e ingegneria edile,8.0
2008.0,Specialistiche in architettura e ingegneria edile,10.0
2008.0,Specialistiche in architettura e ingegneria edile,11.0
2008.0,Specialistiche in architettura e ingegneria edile,6.0
2008.0,Specialistiche in architettura e ingegneria edile,15.0
2008.0,Specialistiche in architettura e ingegneria edile,28.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Specialistiche in architettura e ingegneria edile,6.0
2008.0,Specialistiche in architettura e ingegneria edile,16.0
2008.0,Specialistiche in architettura e ingegneria edile,3.0
2008.0,Specialistiche in architettura e ingegneria edile,43.0
2008.0,Specialistiche in architettura e ingegneria edile,8.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Specialistiche in architettura e ingegneria edile,64.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Specialistiche in architettura e ingegneria edile,2.0
2008.0,Specialistiche in architettura e ingegneria edile,283.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Specialistiche in architettura e ingegneria edile,7.0
2008.0,Specialistiche in architettura e ingegneria edile,1.0
2008.0,Specialistiche in architettura e ingegneria edile,1.0
2008.0,Specialistiche in architettura e ingegneria edile,147.0
2008.0,Specialistiche in architettura e ingegneria edile,14.0
2008.0,Specialistiche in architettura e ingegneria edile,11.0
2008.0,Specialistiche in architettura e ingegneria edile,4.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Specialistiche in architettura e ingegneria edile,318.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Specialistiche in architettura e ingegneria edile,19.0
2008.0,Specialistiche in architettura e ingegneria edile,14.0
2008.0,Specialistiche in architettura e ingegneria edile,0.0
2008.0,Ingegneria civile e ambientale,3.0
2008.0,Ingegneria civile e ambientale,14.0
2008.0,Ingegneria civile e ambientale,501.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,41.0
2008.0,Ingegneria civile e ambientale,12.0
2008.0,Ingegneria civile e ambientale,3.0
2008.0,Ingegneria civile e ambientale,3.0
2008.0,Ingegneria civile e ambientale,20.0
2008.0,Ingegneria civile e ambientale,2.0
2008.0,Ingegneria civile e ambientale,20.0
2008.0,Ingegneria civile e ambientale,2.0
2008.0,Ingegneria civile e ambientale,4.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,7.0
2008.0,Ingegneria civile e ambientale,7.0
2008.0,Ingegneria civile e ambientale,15.0
2008.0,Ingegneria civile e ambientale,19.0
2008.0,Ingegneria civile e ambientale,1.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,15.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,4.0
2008.0,Ingegneria civile e ambientale,306.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,106.0
2008.0,Ingegneria dell'informazione,3.0
2008.0,Ingegneria dell'informazione,189.0
2008.0,Ingegneria dell'informazione,27.0
2008.0,Ingegneria dell'informazione,12.0
2008.0,Ingegneria dell'informazione,9.0
2008.0,Ingegneria dell'informazione,147.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,36.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,1.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,5.0
2008.0,Ingegneria dell'informazione,28.0
2008.0,Ingegneria dell'informazione,148.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,10.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,15.0
2008.0,Ingegneria dell'informazione,276.0
2008.0,Ingegneria dell'informazione,4.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,3.0
2008.0,Ingegneria dell'informazione,287.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,2.0
2008.0,Ingegneria dell'informazione,1.0
2008.0,Ingegneria dell'informazione,1.0
2008.0,Ingegneria dell'informazione,7.0
2008.0,Ingegneria dell'informazione,7.0
2008.0,Ingegneria dell'informazione,12.0
2008.0,Ingegneria dell'informazione,1.0
2008.0,Ingegneria dell'informazione,6.0
2008.0,Ingegneria dell'informazione,9.0
2008.0,Ingegneria dell'informazione,5.0
2008.0,Ingegneria dell'informazione,15.0
2008.0,Ingegneria dell'informazione,3.0
2008.0,Ingegneria dell'informazione,2.0
2008.0,Ingegneria industriale,137.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,164.0
2008.0,Ingegneria industriale,196.0
2008.0,Ingegneria industriale,1.0
2008.0,Ingegneria industriale,37.0
2008.0,Ingegneria industriale,50.0
2008.0,Ingegneria industriale,1.0
2008.0,Ingegneria industriale,2.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,17.0
2008.0,Ingegneria industriale,5.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,8.0
2008.0,Ingegneria industriale,4.0
2008.0,Ingegneria industriale,1.0
2008.0,Ingegneria industriale,1.0
2008.0,Ingegneria industriale,2.0
2008.0,Ingegneria industriale,4.0
2008.0,Ingegneria industriale,3.0
2008.0,Ingegneria industriale,3.0
2008.0,Ingegneria industriale,3.0
2008.0,Ingegneria industriale,4.0
2008.0,Ingegneria industriale,29.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,2.0
2008.0,Ingegneria industriale,1.0
2008.0,Ingegneria industriale,59.0
2008.0,Ingegneria industriale,13.0
2008.0,Ingegneria industriale,490.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,89.0
2008.0,Ingegneria industriale,18.0
2008.0,Ingegneria industriale,28.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,35.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,7.0
2008.0,Ingegneria industriale,190.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,3.0
2008.0,Ingegneria industriale,12.0
2008.0,Ingegneria industriale,6.0
2008.0,Ingegneria industriale,30.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,3.0
2008.0,Ingegneria industriale,16.0
2008.0,Ingegneria industriale,5.0
2008.0,Specialistiche in ingegneria aerospaziale e astronautica,15.0
2008.0,Specialistiche in ingegneria aerospaziale e astronautica,25.0
2008.0,Specialistiche in ingegneria aerospaziale e astronautica,8.0
2008.0,Specialistiche in ingegneria aerospaziale e astronautica,0.0
2008.0,Specialistiche in ingegneria aerospaziale e astronautica,7.0
2008.0,Specialistiche in ingegneria aerospaziale e astronautica,13.0
2008.0,Specialistiche in ingegneria biomedica,53.0
2008.0,Specialistiche in ingegneria biomedica,187.0
2008.0,Specialistiche in ingegneria biomedica,1.0
2008.0,Specialistiche in ingegneria biomedica,13.0
2008.0,Specialistiche in ingegneria chimica,3.0
2008.0,Specialistiche in ingegneria chimica,74.0
2008.0,Specialistiche in ingegneria chimica,2.0
2008.0,Specialistiche in ingegneria chimica,1.0
2008.0,Specialistiche in ingegneria chimica,1.0
2008.0,Specialistiche in ingegneria chimica,15.0
2008.0,Specialistiche in ingegneria chimica,7.0
2008.0,Specialistiche in ingegneria chimica,5.0
2008.0,Specialistiche in ingegneria chimica,2.0
2008.0,Specialistiche in ingegneria chimica,5.0
2008.0,Specialistiche in ingegneria civile,189.0
2008.0,Specialistiche in ingegneria civile,5.0
2008.0,Specialistiche in ingegneria civile,0.0
2008.0,Specialistiche in ingegneria civile,4.0
2008.0,Specialistiche in ingegneria civile,0.0
2008.0,Specialistiche in ingegneria civile,1.0
2008.0,Specialistiche in ingegneria civile,2.0
2008.0,Specialistiche in ingegneria civile,1.0
2008.0,Specialistiche in ingegneria civile,1.0
2008.0,Specialistiche in ingegneria civile,3.0
2008.0,Specialistiche in ingegneria civile,1.0
2008.0,Specialistiche in ingegneria civile,0.0
2008.0,Specialistiche in ingegneria civile,0.0
2008.0,Specialistiche in ingegneria civile,3.0
2008.0,Specialistiche in ingegneria civile,6.0
2008.0,Specialistiche in ingegneria civile,3.0
2008.0,Specialistiche in ingegneria civile,1.0
2008.0,Specialistiche in ingegneria dell'automazione,2.0
2008.0,Specialistiche in ingegneria dell'automazione,0.0
2008.0,Specialistiche in ingegneria dell'automazione,20.0
2008.0,Specialistiche in ingegneria dell'automazione,5.0
2008.0,Specialistiche in ingegneria dell'automazione,2.0
2008.0,Specialistiche in ingegneria dell'automazione,3.0
2008.0,Specialistiche in ingegneria delle telecomunicazioni,162.0
2008.0,Specialistiche in ingegneria delle telecomunicazioni,6.0
2008.0,Specialistiche in ingegneria elettrica,16.0
2008.0,Specialistiche in ingegneria elettrica,1.0
2008.0,Specialistiche in ingegneria elettronica,6.0
2008.0,Specialistiche in ingegneria elettronica,3.0
2008.0,Specialistiche in ingegneria elettronica,91.0
2008.0,Specialistiche in ingegneria elettronica,1.0
2008.0,Specialistiche in ingegneria elettronica,2.0
2008.0,Specialistiche in ingegneria elettronica,4.0
2008.0,Specialistiche in ingegneria elettronica,1.0
2008.0,Specialistiche in ingegneria elettronica,1.0
2008.0,Specialistiche in ingegneria energetica e nucleare,0.0
2008.0,Specialistiche in ingegneria energetica e nucleare,23.0
2008.0,Specialistiche in ingegneria energetica e nucleare,6.0
2008.0,Specialistiche in ingegneria energetica e nucleare,10.0
2008.0,Specialistiche in ingegneria energetica e nucleare,0.0
2008.0,Specialistiche in ingegneria gestionale,8.0
2008.0,Specialistiche in ingegneria gestionale,726.0
2008.0,Specialistiche in ingegneria gestionale,1.0
2008.0,Specialistiche in ingegneria gestionale,8.0
2008.0,Specialistiche in ingegneria informatica,2.0
2008.0,Specialistiche in ingegneria informatica,6.0
2008.0,Specialistiche in ingegneria informatica,6.0
2008.0,Specialistiche in ingegneria informatica,153.0
2008.0,Specialistiche in ingegneria informatica,5.0
2008.0,Specialistiche in ingegneria informatica,0.0
2008.0,Specialistiche in ingegneria informatica,6.0
2008.0,Specialistiche in ingegneria informatica,4.0
2008.0,Specialistiche in ingegneria informatica,0.0
2008.0,Specialistiche in ingegneria informatica,6.0
2008.0,Specialistiche in ingegneria informatica,0.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,3.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,1.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,109.0
2008.0,Specialistiche in ingegneria meccanica,1.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,4.0
2008.0,Specialistiche in ingegneria meccanica,1.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria meccanica,1.0
2008.0,Specialistiche in ingegneria meccanica,3.0
2008.0,Specialistiche in ingegneria meccanica,0.0
2008.0,Specialistiche in ingegneria navale,2.0
2008.0,Specialistiche in ingegneria navale,18.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,0.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,0.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,9.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,9.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,7.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,3.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,8.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,0.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,2.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,8.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,4.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,12.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,18.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,3.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,282.0
2008.0,Specialistiche in ingegneria per l'ambiente e il territorio,40.0
2008.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,1.0
2008.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,11.0
2008.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,35.0
2008.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,0.0
2008.0,Specialistiche in modellistica matematico-fisica per l'ingegneria,2.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,24.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,5.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,8.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,5.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,0.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,1.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,0.0
2008.0,Specialistiche in scienza e ingegneria dei materiali,2.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria civile e ambientale,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria dell'informazione,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Ingegneria industriale,0.0
2008.0,Architettura e ingegneria edile-architettura,0.0
2008.0,Architettura e ingegneria edile-architettura (quinquennale),0.0
2008.0,Architettura e ingegneria edile-architettura (quinquennale),0.0
2008.0,Ingegneria aerospaziale e astronautica,0.0
2008.0,Ingegneria chimica,0.0
2008.0,Ingegneria civile,0.0
2008.0,Ingegneria civile,0.0
2008.0,Ingegneria dei sistemi edilizi,0.0
2008.0,Ingegneria dei sistemi edilizi,0.0
2008.0,Ingegneria dell'automazione,0.0
2008.0,Ingegneria della sicurezza,0.0
2008.0,Ingegneria delle telecomunicazioni,0.0
2008.0,Ingegneria elettronica,0.0
2008.0,Ingegneria energetica e nucleare,0.0
2008.0,Ingegneria gestionale,0.0
2008.0,Ingegneria informatica,0.0
2008.0,Ingegneria meccanica,0.0
2008.0,Ingegneria per l'ambiente e il territorio,0.0
2008.0,Modellistica matematico-fisica per l'ingegneria,0.0
2008.0,Scienza e ingegneria dei materiali,0.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,117.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,1.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,81.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,60.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,49.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,47.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,128.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,195.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,19.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,8.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,10.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,12.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,49.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,23.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,15.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,16.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,33.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,214.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,9.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,0.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,8.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,3.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,8.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,34.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,27.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,18.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,1273.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,41.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,20.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,4.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,86.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,7.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,113.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,33.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,7.0
2009.0,Scienze dell'architettura e dell'ingegneria edile,20.0
2009.0,Specialistiche in architettura e ingegneria edile,1374.0
2009.0,Specialistiche in architettura e ingegneria edile,40.0
2009.0,Specialistiche in architettura e ingegneria edile,36.0
2009.0,Specialistiche in architettura e ingegneria edile,25.0
2009.0,Specialistiche in architettura e ingegneria edile,1.0
2009.0,Specialistiche in architettura e ingegneria edile,3.0
2009.0,Specialistiche in architettura e ingegneria edile,14.0
2009.0,Specialistiche in architettura e ingegneria edile,11.0
2009.0,Specialistiche in architettura e ingegneria edile,11.0
2009.0,Specialistiche in architettura e ingegneria edile,22.0
2009.0,Specialistiche in architettura e ingegneria edile,43.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Specialistiche in architettura e ingegneria edile,15.0
2009.0,Specialistiche in architettura e ingegneria edile,11.0
2009.0,Specialistiche in architettura e ingegneria edile,8.0
2009.0,Specialistiche in architettura e ingegneria edile,58.0
2009.0,Specialistiche in architettura e ingegneria edile,11.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Specialistiche in architettura e ingegneria edile,56.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Specialistiche in architettura e ingegneria edile,290.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Specialistiche in architettura e ingegneria edile,8.0
2009.0,Specialistiche in architettura e ingegneria edile,1.0
2009.0,Specialistiche in architettura e ingegneria edile,4.0
2009.0,Specialistiche in architettura e ingegneria edile,197.0
2009.0,Specialistiche in architettura e ingegneria edile,18.0
2009.0,Specialistiche in architettura e ingegneria edile,11.0
2009.0,Specialistiche in architettura e ingegneria edile,6.0
2009.0,Specialistiche in architettura e ingegneria edile,2.0
2009.0,Specialistiche in architettura e ingegneria edile,372.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Specialistiche in architettura e ingegneria edile,33.0
2009.0,Specialistiche in architettura e ingegneria edile,22.0
2009.0,Specialistiche in architettura e ingegneria edile,0.0
2009.0,Ingegneria civile e ambientale,20.0
2009.0,Ingegneria civile e ambientale,12.0
2009.0,Ingegneria civile e ambientale,539.0
2009.0,Ingegneria civile e ambientale,0.0
2009.0,Ingegneria civile e ambientale,43.0
2009.0,Ingegneria civile e ambientale,15.0
2009.0,Ingegneria civile e ambientale,1.0
2009.0,Ingegneria civile e ambientale,2.0
2009.0,Ingegneria civile e ambientale,27.0
2009.0,Ingegneria civile e ambientale,2.0
2009.0,Ingegneria civile e ambientale,12.0
2009.0,Ingegneria civile e ambientale,2.0
2009.0,Ingegneria civile e ambientale,5.0
2009.0,Ingegneria civile e ambientale,0.0
2009.0,Ingegneria civile e ambientale,4.0
2009.0,Ingegneria civile e ambientale,4.0
2009.0,Ingegneria civile e ambientale,17.0
2009.0,Ingegneria civile e ambientale,8.0
2009.0,Ingegneria civile e ambientale,1.0
2009.0,Ingegneria civile e ambientale,0.0
2009.0,Ingegneria civile e ambientale,0.0
2009.0,Ingegneria civile e ambientale,9.0
2009.0,Ingegneria civile e ambientale,0.0
2009.0,Ingegneria civile e ambientale,12.0
2009.0,Ingegneria civile e ambientale,242.0
2009.0,Ingegneria civile e ambientale,1.0
2009.0,Ingegneria civile e ambientale,82.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,171.0
2009.0,Ingegneria dell'informazione,16.0
2009.0,Ingegneria dell'informazione,19.0
2009.0,Ingegneria dell'informazione,13.0
2009.0,Ingegneria dell'informazione,141.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,34.0
2009.0,Ingegneria dell'informazione,2.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,2.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,7.0
2009.0,Ingegneria dell'informazione,22.0
2009.0,Ingegneria dell'informazione,143.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,0.0
2009.0,Ingegneria dell'informazione,9.0
2009.0,Ingegneria dell'informazione,2.0
